date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,psTTM,pcfNcfTTM,pbMRQ,isST
2013-11-06,sh.601800,3.3759819600,3.4002696000,3.3435984400,3.3516943200,12040705,50196715.0000,2,0.892079,1,-1.193300,5.112894,0.207037,48.997593,0.729746,0
2013-11-07,sh.601800,3.3678860800,3.4245572400,3.3355025600,3.4002696000,23236280,97361078.0000,2,1.721543,1,1.449300,5.186994,0.210038,49.707703,0.740322,0
2013-11-08,sh.601800,3.3840778400,3.4002696000,3.3435984400,3.3435984400,13799159,57410074.0000,2,1.022360,1,-1.666700,5.100544,0.206537,48.879241,0.727984,0
2013-11-11,sh.601800,3.3516943200,3.3759819600,3.3274066800,3.3597902000,6489127,26867710.0000,2,0.480770,1,0.484300,5.125244,0.207537,49.115945,0.731509,0
2013-11-12,sh.601800,3.3678860800,3.3921737200,3.3516943200,3.3759819600,9431182,39326847.0000,2,0.698743,1,0.481900,5.149944,0.208537,49.352648,0.735034,0
2013-11-13,sh.601800,3.3597902000,3.3678860800,3.3031190400,3.3112149200,13883217,57020611.0000,2,1.028588,1,-1.918500,5.051144,0.204537,48.405835,0.720933,0
2013-11-14,sh.601800,3.3193108000,3.3193108000,3.2788314000,3.2950231600,9914444,40333493.0000,2,0.734547,1,-0.489000,5.026444,0.203536,48.169131,0.717408,0
2013-11-15,sh.601800,3.2950231600,3.3759819600,3.2950231600,3.3435984400,14640653,60563846.0000,2,1.084705,1,1.474200,5.100544,0.206537,48.879241,0.727984,0
2013-11-18,sh.601800,3.3678860800,3.4407490000,3.3516943200,3.4245572400,28115285,117862409.0000,2,2.083022,1,2.421300,5.224043,0.211538,50.062758,0.745610,0
2013-11-19,sh.601800,3.4407490000,3.4569407600,3.4002696000,3.4164613600,19904048,84262596.0000,2,1.474663,1,-0.236400,5.211693,0.211038,49.944407,0.743848,0
2013-11-20,sh.601800,3.4326531200,3.4407490000,3.4002696000,3.4407490000,15372962,64954974.0000,2,1.138961,1,0.710900,5.248743,0.212538,50.299462,0.749136,0
2013-11-21,sh.601800,3.4326531200,3.4326531200,3.3840778400,3.4245572400,14974003,63069234.0000,2,1.109403,1,-0.470600,5.224043,0.211538,50.062758,0.745610,0
2013-11-22,sh.601800,3.4326531200,3.4326531200,3.4002696000,3.4083654800,11645458,49102981.0000,2,0.862796,1,-0.472800,5.199343,0.210538,49.826055,0.742085,0
2013-11-25,sh.601800,3.4002696000,3.4164613600,3.3759819600,3.4002696000,12990540,54512388.0000,2,0.962451,1,-0.237500,5.186994,0.210038,49.707703,0.740322,0
2013-11-26,sh.601800,3.4002696000,3.4083654800,3.3759819600,3.3840778400,8972521,37585007.0000,2,0.664761,1,-0.476200,5.162294,0.209037,49.471000,0.736797,0
2013-11-27,sh.601800,3.3840778400,3.4326531200,3.3678860800,3.4245572400,16574045,69803813.0000,2,1.227948,1,1.196200,5.224043,0.211538,50.062758,0.745610,0
2013-11-28,sh.601800,3.4326531200,3.4731325200,3.4164613600,3.4569407600,22430127,95514836.0000,2,1.661817,1,0.945600,5.273443,0.213538,50.536165,0.752661,0
2013-11-29,sh.601800,3.4488448800,3.4731325200,3.4407490000,3.4569407600,14829363,63329155.0000,2,1.098687,1,0.000000,5.273443,0.213538,50.536165,0.752661,0
2013-12-02,sh.601800,3.4488448800,3.5378995600,3.4245572400,3.4650366400,32339472,138843714.0000,2,2.395986,1,0.234200,5.285793,0.214038,50.654517,0.754424,0
2013-12-03,sh.601800,3.4650366400,3.5217078000,3.4488448800,3.5136119200,19909821,86032546.0000,2,1.475091,1,1.401900,5.359893,0.217039,51.364627,0.765000,0
2013-12-04,sh.601800,3.5136119200,3.6188583600,3.4893242800,3.5702830800,41022126,180940120.0000,2,3.039272,1,1.612900,5.446343,0.220539,52.193088,0.777338,0
2013-12-05,sh.601800,3.5702830800,3.5783789600,3.5217078000,3.5378995600,23138467,101355172.0000,2,1.714296,1,-0.907000,5.396943,0.218539,51.719682,0.770288,0
2013-12-06,sh.601800,3.5298036800,3.5459954400,3.4812284000,3.4974201600,19869206,86027729.0000,2,1.472082,1,-1.144200,5.335193,0.216039,51.127923,0.761474,0
2013-12-09,sh.601800,3.5217078000,3.5378995600,3.4974201600,3.5136119200,14007323,60849083.0000,2,1.037783,1,0.463000,5.359893,0.217039,51.364627,0.765000,0
2013-12-10,sh.601800,3.5136119200,3.5621872000,3.5055160400,3.5298036800,15149858,66092759.0000,2,1.122432,1,0.460800,5.384593,0.218039,51.601330,0.768525,0
2013-12-11,sh.601800,3.5136119200,3.5298036800,3.4650366400,3.4893242800,22368947,96650013.0000,2,1.657284,1,-1.146800,5.322843,0.215539,51.009572,0.759712,0
2013-12-12,sh.601800,3.4812284000,3.5055160400,3.4569407600,3.4731325200,15924086,68478758.0000,2,1.179793,1,-0.464000,5.298143,0.214538,50.772868,0.756186,0
2013-12-13,sh.601800,3.4488448800,3.4893242800,3.4407490000,3.4650366400,10340867,44290374.0000,2,0.766140,1,-0.233100,5.285793,0.214038,50.654517,0.754424,0
2013-12-16,sh.601800,3.4731325200,3.4731325200,3.3840778400,3.3921737200,12882127,54504174.0000,2,0.954419,1,-2.102800,5.174644,0.209537,49.589352,0.738560,0
2013-12-17,sh.601800,3.4002696000,3.4164613600,3.3759819600,3.4164613600,7887068,33099473.0000,2,0.584342,1,0.716000,5.211693,0.211038,49.944407,0.743848,0
2013-12-18,sh.601800,3.4083654800,3.4245572400,3.3840778400,3.4002696000,6371977,26816008.0000,2,0.472091,1,-0.473900,5.186994,0.210038,49.707703,0.740322,0
2013-12-19,sh.601800,3.4164613600,3.4164613600,3.3193108000,3.3435984400,13663980,56775392.0000,2,1.012345,1,-1.666700,5.100544,0.206537,48.879241,0.727984,0
2013-12-20,sh.601800,3.3355025600,3.3516943200,3.2707355200,3.2788314000,13033127,53202327.0000,2,0.965606,1,-1.937000,5.001744,0.202536,47.932428,0.713882,0
2013-12-23,sh.601800,3.2869272800,3.3031190400,3.2464478800,3.2707355200,5682451,22989919.0000,2,0.421005,1,-0.246900,4.989394,0.202036,47.814076,0.712120,0
2013-12-24,sh.601800,3.2869272800,3.3031190400,3.2545437600,3.2788314000,7079020,28703810.0000,2,0.524475,1,0.247500,5.001744,0.202536,47.932428,0.713882,0
2013-12-25,sh.601800,3.2788314000,3.2950231600,3.2626396400,3.2869272800,6422372,26062707.0000,2,0.475825,1,0.246900,5.014094,0.203036,48.050780,0.715645,0
2013-12-26,sh.601800,3.2788314000,3.2950231600,3.1978726000,3.2140643600,13367039,53482495.0000,2,0.990345,1,-2.216700,4.902944,0.198536,46.985615,0.699781,0
2013-12-27,sh.601800,3.2221602400,3.2788314000,3.2059684800,3.2626396400,10716017,43059869.0000,2,0.793935,1,1.511300,4.977044,0.201536,47.695725,0.710357,0
2013-12-30,sh.601800,3.2788314000,3.3031190400,3.2302561200,3.2545437600,13160392,53033511.0000,2,0.975035,1,-0.248100,4.964694,0.201036,47.577373,0.708594,0
2013-12-31,sh.601800,3.2302561200,3.2788314000,3.2221602400,3.2707355200,11275826,45318217.0000,2,0.835410,1,0.497500,4.989394,0.202036,47.814076,0.712120,0
2014-01-02,sh.601800,3.2626396400,3.2788314000,3.2383520000,3.2545437600,9844549,39570351.0000,2,0.729369,1,-0.495000,4.964694,0.201036,47.577373,0.708594,0
2014-01-03,sh.601800,3.2383520000,3.2545437600,3.1978726000,3.2059684800,11462794,45489007.0000,2,0.849262,1,-1.492500,4.890594,0.198035,46.867263,0.698018,0
2014-01-06,sh.601800,3.2059684800,3.2059684800,3.0926261600,3.1250096800,18767010,72508192.0000,2,1.390421,1,-2.525300,4.767094,0.193035,45.683746,0.680391,0
2014-01-07,sh.601800,3.1007220400,3.1573932000,3.1007220400,3.1492973200,8951883,34654441.0000,2,0.663232,1,0.777200,4.804144,0.194535,46.038801,0.685679,0
2014-01-08,sh.601800,3.1412014400,3.1654890800,3.0926261600,3.1331055600,8256615,31988032.0000,2,0.611721,1,-0.514100,4.779444,0.193535,45.802098,0.682154,0
2014-01-09,sh.601800,3.1250096800,3.1412014400,3.0845302800,3.1088179200,10144056,38977170.0000,2,0.751559,1,-0.775200,4.742394,0.192034,45.447043,0.676866,0
2014-01-10,sh.601800,3.1088179200,3.1412014400,3.0764344000,3.1088179200,12033884,46022199.0000,2,0.891574,1,0.000000,4.742394,0.192034,45.447043,0.676866,0
2014-01-13,sh.601800,3.0926261600,3.1169138000,3.0764344000,3.1169138000,10415033,39784379.0000,2,0.771635,1,0.260400,4.754744,0.192534,45.565395,0.678629,0
2014-01-14,sh.601800,3.1088179200,3.1412014400,3.0845302800,3.1331055600,7049788,27114816.0000,2,0.522309,1,0.519500,4.779444,0.193535,45.802098,0.682154,0
2014-01-15,sh.601800,3.1169138000,3.1250096800,3.0845302800,3.1088179200,6071484,23272146.0000,2,0.449828,1,-0.775200,4.742394,0.192034,45.447043,0.676866,0
2014-01-16,sh.601800,3.1088179200,3.1169138000,3.0845302800,3.0926261600,8118368,31104965.0000,2,0.601478,1,-0.520800,4.717694,0.191034,45.210340,0.673341,0
2014-01-17,sh.601800,3.0845302800,3.1088179200,3.0521467600,3.0683385200,10205065,38779365.0000,2,0.756079,1,-0.785300,4.680644,0.189534,44.855285,0.668053,0
2014-01-20,sh.601800,3.0683385200,3.0764344000,3.0278591200,3.0683385200,10567512,39757486.0000,2,0.782932,1,0.000000,4.680644,0.189534,44.855285,0.668053,0
2014-01-21,sh.601800,3.0683385200,3.1007220400,3.0602426400,3.0845302800,9760918,37183352.0000,2,0.723173,1,0.527700,4.705344,0.190534,45.091988,0.671578,0
2014-01-22,sh.601800,3.0926261600,3.1573932000,3.0764344000,3.1492973200,11991239,46334182.0000,2,0.888414,1,2.099700,4.804144,0.194535,46.038801,0.685679,0
2014-01-23,sh.601800,3.1412014400,3.1492973200,3.1088179200,3.1250096800,8325621,32099411.0000,2,0.616834,1,-0.771200,4.767094,0.193035,45.683746,0.680391,0
2014-01-24,sh.601800,3.1088179200,3.1492973200,3.1007220400,3.1331055600,7848354,30324444.0000,2,0.581474,1,0.259100,4.779444,0.193535,45.802098,0.682154,0
2014-01-27,sh.601800,3.1088179200,3.1169138000,3.0845302800,3.0926261600,6957469,26597631.0000,2,0.515469,1,-1.292000,4.717694,0.191034,45.210340,0.673341,0
2014-01-28,sh.601800,3.1007220400,3.1169138000,3.0602426400,3.1007220400,9907237,37797805.0000,2,0.734013,1,0.261800,4.730044,0.191534,45.328691,0.675103,0
2014-01-29,sh.601800,3.1007220400,3.1250096800,3.0926261600,3.1169138000,6384725,24509362.0000,2,0.473035,1,0.522200,4.754744,0.192534,45.565395,0.678629,0
2014-01-30,sh.601800,3.1007220400,3.1007220400,3.0764344000,3.0926261600,7396639,28195250.0000,2,0.548007,1,-0.779200,4.717694,0.191034,45.210340,0.673341,0
2014-02-07,sh.601800,3.0764344000,3.1007220400,3.0683385200,3.1007220400,6822079,25983425.0000,2,0.505438,1,0.261800,4.730044,0.191534,45.328691,0.675103,0
2014-02-10,sh.601800,3.1088179200,3.1654890800,3.1007220400,3.1654890800,17014831,66011801.0000,2,1.260605,1,2.088800,4.828844,0.195535,46.275505,0.689205,0
2014-02-11,sh.601800,3.1573932000,3.1897767200,3.1331055600,3.1816808400,15585140,60920384.0000,2,1.154681,1,0.511500,4.853544,0.196535,46.512208,0.692730,0
2014-02-12,sh.601800,3.1816808400,3.2221602400,3.1654890800,3.2059684800,16084229,63486564.0000,2,1.191658,1,0.763400,4.890594,0.198035,46.867263,0.698018,0
2014-02-13,sh.601800,3.1897767200,3.2059684800,3.1573932000,3.1573932000,11250009,44185725.0000,2,0.833497,1,-1.515200,4.816494,0.195035,46.157153,0.687442,0
2014-02-14,sh.601800,3.1654890800,3.1978726000,3.1573932000,3.1897767200,8969231,35197662.0000,2,0.664518,1,1.025600,4.865894,0.197035,46.630560,0.694493,0
2014-02-17,sh.601800,3.1897767200,3.2140643600,3.1816808400,3.1978726000,13553329,53506570.0000,2,1.004147,1,0.253800,4.878244,0.197535,46.748911,0.696256,0
2014-02-18,sh.601800,3.1978726000,3.1978726000,3.1412014400,3.1573932000,9342229,36575306.0000,2,0.692153,1,-1.265800,4.816494,0.195035,46.157153,0.687442,0
2014-02-19,sh.601800,3.1492973200,3.2059684800,3.1331055600,3.1897767200,16918136,66260042.0000,2,1.253441,1,1.025600,4.865894,0.197035,46.630560,0.694493,0
2014-02-20,sh.601800,3.1978726000,3.2302561200,3.1735849600,3.1816808400,25350017,100314108.0000,2,1.878147,1,-0.253800,4.853544,0.196535,46.512208,0.692730,0
2014-02-21,sh.601800,3.1897767200,3.1897767200,3.1331055600,3.1573932000,13896422,54291411.0000,2,1.029566,1,-0.763400,4.816494,0.195035,46.157153,0.687442,0
2014-02-24,sh.601800,3.1492973200,3.1573932000,3.0764344000,3.0845302800,14405965,55275855.0000,2,1.067318,1,-2.307700,4.705344,0.190534,45.091988,0.671578,0
2014-02-25,sh.601800,3.0845302800,3.1007220400,3.0359550000,3.0440508800,14790451,56161911.0000,2,1.095804,1,-1.312300,4.643594,0.188034,44.500230,0.662765,0
2014-02-26,sh.601800,3.0440508800,3.0602426400,3.0278591200,3.0521467600,9226355,34706188.0000,2,0.683568,1,0.266000,4.655944,0.188534,44.618581,0.664527,0
2014-02-27,sh.601800,3.0683385200,3.0845302800,2.9873797200,3.0116673600,28094070,104940968.0000,2,2.081450,1,-1.326300,4.594194,0.186033,44.026823,0.655714,0
2014-02-28,sh.601800,3.0035714800,3.0278591200,2.9711879600,3.0116673600,13203093,48947175.0000,2,0.978199,1,0.000000,4.594194,0.186033,44.026823,0.655714,0
2014-03-03,sh.601800,3.0197632400,3.0521467600,3.0035714800,3.0359550000,13095419,49016618.0000,2,0.970221,1,0.806500,4.631244,0.187534,44.381878,0.661002,0
2014-03-04,sh.601800,3.0197632400,3.0359550000,2.9954756000,3.0359550000,10606635,39568977.0000,2,0.785831,1,0.000000,4.631244,0.187534,44.381878,0.661002,0
2014-03-05,sh.601800,3.0359550000,3.0359550000,2.9954756000,2.9954756000,10540247,39233587.0000,2,0.780912,1,-1.333300,4.569494,0.185033,43.790119,0.652189,0
2014-03-06,sh.601800,3.0035714800,3.0359550000,2.9711879600,3.0278591200,15153057,56238575.0000,2,1.122669,1,1.081100,4.618894,0.187033,44.263526,0.659239,0
2014-03-07,sh.601800,3.0197632400,3.0359550000,2.9954756000,3.0035714800,14552025,54206936.0000,2,1.078139,1,-0.802100,4.581844,0.185533,43.908471,0.653951,0
2014-03-10,sh.601800,2.9873797200,2.9873797200,2.9145168000,2.9145168000,16084501,58613551.0000,2,1.191678,1,-2.965000,4.445994,0.180032,42.606603,0.634562,0
2014-03-11,sh.601800,2.9145168000,2.9307085600,2.8902291600,2.9307085600,10493151,37765425.0000,2,0.777423,1,0.555600,4.470694,0.181032,42.843306,0.638087,0
2014-03-12,sh.601800,2.9145168000,2.9388044400,2.8983250400,2.9307085600,11155707,40233355.0000,2,0.826511,1,0.000000,4.470694,0.181032,42.843306,0.638087,0
2014-03-13,sh.601800,2.9388044400,2.9792838400,2.9226126800,2.9549962000,10869414,39632585.0000,2,0.805300,1,0.828700,4.507744,0.182533,43.198361,0.643375,0
2014-03-14,sh.601800,2.9469003200,2.9469003200,2.9064209200,2.9307085600,9399786,33988807.0000,2,0.696417,1,-0.821900,4.470694,0.181032,42.843306,0.638087,0
2014-03-17,sh.601800,2.9388044400,2.9549962000,2.9226126800,2.9469003200,9535084,34617977.0000,2,0.706441,1,0.552500,4.495394,0.182033,43.080009,0.641613,0
2014-03-18,sh.601800,2.9469003200,2.9549962000,2.9307085600,2.9469003200,8174596,29708499.0000,2,0.605644,1,0.000000,4.495394,0.182033,43.080009,0.641613,0
2014-03-19,sh.601800,2.9388044400,2.9388044400,2.8983250400,2.9307085600,11669032,42040191.0000,2,0.864542,1,-0.549500,4.470694,0.181032,42.843306,0.638087,0
2014-03-20,sh.601800,2.9307085600,2.9630920800,2.9226126800,2.9226126800,11156225,40559102.0000,2,0.826549,1,-0.276200,4.458344,0.180532,42.724954,0.636325,0
2014-03-21,sh.601800,2.9145168000,3.0278591200,2.9145168000,3.0197632400,25611294,94295667.0000,2,1.897505,1,3.324100,4.606544,0.186533,44.145175,0.657477,0
2014-03-24,sh.601800,3.0278591200,3.1331055600,3.0197632400,3.1169138000,36812620,140260598.0000,2,2.727395,1,3.217200,4.754744,0.192534,45.565395,0.678629,0
2014-03-25,sh.601800,3.1007220400,3.1492973200,3.0926261600,3.1331055600,26344016,101546350.0000,2,1.951791,1,0.519500,4.779444,0.193535,45.802098,0.682154,0
2014-03-26,sh.601800,3.1007220400,3.1088179200,3.0440508800,3.0683385200,33530289,127433528.0000,2,2.484212,1,-2.067200,5.050089,0.184375,4.631592,0.641866,0
2014-03-27,sh.601800,3.0521467600,3.0764344000,3.0359550000,3.0440508800,17997611,67896866.0000,2,1.333418,1,-0.791600,5.010115,0.182916,4.594931,0.636785,0
2014-03-28,sh.601800,3.0359550000,3.0683385200,3.0278591200,3.0440508800,13907697,52413246.0000,2,1.030402,1,0.000000,5.010115,0.182916,4.594931,0.636785,0
2014-03-31,sh.601800,3.0521467600,3.0683385200,3.0359550000,3.0440508800,11617281,43759185.0000,2,0.860708,1,0.000000,5.010115,0.182916,4.594931,0.636785,0
2014-04-01,sh.601800,3.0440508800,3.0683385200,3.0278591200,3.0521467600,14209347,53472814.0000,2,1.052751,1,0.266000,5.023440,0.183402,4.607151,0.638479,0
2014-04-02,sh.601800,3.0602426400,3.0926261600,3.0440508800,3.0845302800,24701885,93653345.0000,2,1.830128,1,1.061000,5.076739,0.185348,4.656033,0.645253,0
2014-04-03,sh.601800,3.1088179200,3.1331055600,3.0359550000,3.0521467600,28604906,109068268.0000,2,2.119297,1,-1.049900,5.023440,0.183402,4.607151,0.638479,0
2014-04-04,sh.601800,3.0440508800,3.0683385200,3.0359550000,3.0602426400,10943735,41286683.0000,2,0.810806,1,0.265300,5.036765,0.183889,4.619372,0.640172,0
2014-04-08,sh.601800,3.0521467600,3.1250096800,3.0521467600,3.1169138000,23863998,91185579.0000,2,1.768050,1,1.851900,5.130038,0.187294,4.704916,0.652028,0
2014-04-09,sh.601800,3.1331055600,3.1331055600,3.1007220400,3.1169138000,15696794,60392612.0000,2,1.162953,1,0.000000,5.130038,0.187294,4.704916,0.652028,0
2014-04-10,sh.601800,3.1169138000,3.3193108000,3.0926261600,3.2464478800,97872326,389354656.0000,2,7.251223,1,4.155900,5.343234,0.195078,4.900445,0.679125,0
2014-04-11,sh.601800,3.2626396400,3.2869272800,3.1978726000,3.2059684800,60859017,243376625.0000,2,4.508959,1,-1.246900,5.276610,0.192645,4.839342,0.670657,0
2014-04-14,sh.601800,3.1978726000,3.2140643600,3.1735849600,3.2059684800,23471244,92513328.0000,2,1.738951,1,0.000000,5.276610,0.192645,4.839342,0.670657,0
2014-04-15,sh.601800,3.1897767200,3.1897767200,3.1331055600,3.1412014400,28508546,111201035.0000,2,2.112158,1,-2.020200,5.170012,0.188753,4.741577,0.657108,0
2014-04-16,sh.601800,3.1412014400,3.1573932000,3.1250096800,3.1492973200,14368462,55799958.0000,2,1.064539,1,0.257700,5.183337,0.189240,4.753798,0.658802,0
2014-04-17,sh.601800,3.1492973200,3.1654890800,3.1088179200,3.1169138000,20534782,79284038.0000,2,1.521393,1,-1.028300,5.130038,0.187294,4.704916,0.652028,0
2014-04-18,sh.601800,3.1088179200,3.1169138000,3.0845302800,3.1088179200,12413730,47541299.0000,2,0.919716,1,-0.259700,5.116713,0.186807,4.692695,0.650334,0
2014-04-21,sh.601800,3.0926261600,3.1169138000,3.0440508800,3.0602426400,22470120,85494411.0000,2,1.664780,1,-1.562500,5.036765,0.183889,4.619372,0.640172,0
2014-04-22,sh.601800,3.0602426400,3.0683385200,3.0278591200,3.0521467600,13031455,49030091.0000,2,0.965482,1,-0.264600,5.023440,0.183402,4.607151,0.638479,0
2014-04-23,sh.601800,3.0440508800,3.0602426400,3.0278591200,3.0440508800,11916897,44775907.0000,2,0.882906,1,-0.265300,5.010115,0.182916,4.594931,0.636785,0
2014-04-24,sh.601800,3.0359550000,3.0683385200,3.0278591200,3.0440508800,11066413,41655935.0000,2,0.819895,1,0.000000,5.010115,0.182916,4.594931,0.636785,0
2014-04-25,sh.601800,3.0521467600,3.0602426400,3.0035714800,3.0116673600,15177105,56842290.0000,2,1.124450,1,-1.063800,4.956816,0.180970,4.546048,0.630011,0
2014-04-28,sh.601800,3.0116673600,3.0116673600,2.9711879600,2.9792838400,12199871,44990609.0000,2,0.903871,1,-1.075300,4.903517,0.179024,4.497166,0.623237,0
2014-04-29,sh.601800,2.9873797200,3.0035714800,2.9711879600,2.9954756000,11274286,41647939.0000,2,0.835296,1,0.543500,4.930166,0.179997,4.521607,0.626624,0
2014-04-30,sh.601800,2.9954756000,3.0116673600,2.9792838400,3.0116673600,12006448,44430174.0000,2,0.889541,1,0.540500,4.943279,0.177117,2.128929,0.623759,0
2014-05-05,sh.601800,3.0197632400,3.0278591200,2.9792838400,3.0116673600,13403201,49669598.0000,2,0.993024,1,0.000000,4.943279,0.177117,2.128929,0.623759,0
2014-05-06,sh.601800,3.0035714800,3.0278591200,2.9873797200,3.0116673600,9789398,36398826.0000,2,0.725283,1,0.000000,4.943279,0.177117,2.128929,0.623759,0
2014-05-07,sh.601800,2.9954756000,3.0359550000,2.9954756000,3.0035714800,13029117,48511236.0000,2,0.965309,1,-0.268800,4.929990,0.176641,2.123207,0.622082,0
2014-05-08,sh.601800,3.0035714800,3.0359550000,2.9873797200,2.9954756000,11447682,42560913.0000,2,0.848143,1,-0.269500,4.916702,0.176165,2.117484,0.620405,0
2014-05-09,sh.601800,3.0035714800,3.0116673600,2.9792838400,2.9873797200,9914418,36691753.0000,2,0.734545,1,-0.270300,4.903414,0.175689,2.111761,0.618728,0
2014-05-12,sh.601800,3.0197632400,3.0845302800,2.9954756000,3.0602426400,22830149,85759470.0000,2,1.691454,1,2.439000,5.023009,0.179974,2.163267,0.633819,0
2014-05-13,sh.601800,3.0602426400,3.0683385200,3.0359550000,3.0440508800,14673908,55258217.0000,2,1.087169,1,-0.529100,4.996432,0.179022,2.151821,0.630466,0
2014-05-14,sh.601800,3.0440508800,3.0602426400,3.0359550000,3.0440508800,7511017,28255627.0000,2,0.556481,1,0.000000,4.996432,0.179022,2.151821,0.630466,0
2014-05-15,sh.601800,3.0440508800,3.0521467600,3.0197632400,3.0197632400,9831355,36855557.0000,2,0.728391,1,-0.797900,4.956567,0.177593,2.134652,0.625435,0
2014-05-16,sh.601800,3.0197632400,3.0359550000,3.0116673600,3.0197632400,6375255,23816324.0000,2,0.472334,1,0.000000,4.956567,0.177593,2.134652,0.625435,0
2014-05-19,sh.601800,3.0197632400,3.0359550000,2.9954756000,3.0116673600,8641430,32080394.0000,2,0.640231,1,-0.268100,4.943279,0.177117,2.128929,0.623759,0
2014-05-20,sh.601800,3.0197632400,3.0359550000,3.0116673600,3.0197632400,8132093,30372098.0000,2,0.602495,1,0.268800,4.956567,0.177593,2.134652,0.625435,0
2014-05-21,sh.601800,3.0116673600,3.0440508800,3.0035714800,3.0359550000,6899391,25779187.0000,2,0.511166,1,0.536200,4.983144,0.178546,2.146098,0.628789,0
2014-05-22,sh.601800,3.0359550000,3.0602426400,3.0278591200,3.0359550000,10646369,40083317.0000,2,0.788775,1,0.000000,4.983144,0.178546,2.146098,0.628789,0
2014-05-23,sh.601800,3.0440508800,3.0602426400,3.0278591200,3.0602426400,7482704,28122200.0000,2,0.554383,1,0.800000,5.023009,0.179974,2.163267,0.633819,0
2014-05-26,sh.601800,3.0602426400,3.0683385200,3.0359550000,3.0440508800,6411182,24164474.0000,2,0.474995,1,-0.529100,4.996432,0.179022,2.151821,0.630466,0
2014-05-27,sh.601800,3.0440508800,3.0521467600,3.0197632400,3.0197632400,7026574,26339243.0000,2,0.520589,1,-0.797900,4.956567,0.177593,2.134652,0.625435,0
2014-05-28,sh.601800,3.0278591200,3.0440508800,3.0035714800,3.0359550000,7961381,29757930.0000,2,0.589848,1,0.536200,4.983144,0.178546,2.146098,0.628789,0
2014-05-29,sh.601800,3.0359550000,3.0440508800,3.0035714800,3.0116673600,9506121,35502382.0000,2,0.704295,1,-0.800000,4.943279,0.177117,2.128929,0.623759,0
2014-05-30,sh.601800,3.0116673600,3.0197632400,3.0035714800,3.0116673600,8782518,32659819.0000,2,0.650684,1,0.000000,4.943279,0.177117,2.128929,0.623759,0
2014-06-03,sh.601800,3.0116673600,3.0278591200,2.9954756000,3.0035714800,12110625,45031090.0000,2,0.897259,1,-0.268800,4.929990,0.176641,2.123207,0.622082,0
2014-06-04,sh.601800,3.0035714800,3.0035714800,2.9630920800,2.9792838400,12266558,45097016.0000,2,0.908812,1,-0.808600,4.890125,0.175213,2.106038,0.617052,0
2014-06-05,sh.601800,2.9792838400,2.9954756000,2.9630920800,2.9954756000,7524417,27707489.0000,2,0.557473,1,0.543500,4.916702,0.176165,2.117484,0.620405,0
2014-06-06,sh.601800,2.9954756000,3.0035714800,2.9711879600,2.9873797200,9613177,35461489.0000,2,0.712227,1,-0.270300,4.903414,0.175689,2.111761,0.618728,0
2014-06-09,sh.601800,2.9792838400,3.0035714800,2.9630920800,2.9873797200,9782767,36073527.0000,2,0.724791,1,0.000000,4.903414,0.175689,2.111761,0.618728,0
2014-06-10,sh.601800,2.9873797200,3.0116673600,2.9792838400,3.0116673600,6566165,24328786.0000,2,0.486478,1,0.813000,4.943279,0.177117,2.128929,0.623759,0
2014-06-11,sh.601800,3.0035714800,3.0116673600,2.9873797200,2.9954756000,7621769,28201182.0000,2,0.564686,1,-0.537600,4.916702,0.176165,2.117484,0.620405,0
2014-06-12,sh.601800,3.0035714800,3.0116673600,2.9873797200,3.0116673600,9102242,33762524.0000,2,0.674372,1,0.540500,4.943279,0.177117,2.128929,0.623759,0
2014-06-13,sh.601800,3.0035714800,3.0440508800,2.9954756000,3.0278591200,12268153,45832106.0000,2,0.908930,1,0.537600,4.969856,0.178070,2.140375,0.627112,0
2014-06-16,sh.601800,3.0278591200,3.0521467600,3.0197632400,3.0440508800,11581956,43482720.0000,2,0.858091,1,0.534800,4.996432,0.179022,2.151821,0.630466,0
2014-06-17,sh.601800,3.0440508800,3.0521467600,3.0197632400,3.0278591200,9514106,35622676.0000,2,0.704887,1,-0.531900,4.969856,0.178070,2.140375,0.627112,0
2014-06-18,sh.601800,3.0278591200,3.0278591200,3.0035714800,3.0116673600,10301212,38367356.0000,2,0.763202,1,-0.534800,4.943279,0.177117,2.128929,0.623759,0
2014-06-19,sh.601800,3.0116673600,3.0197632400,2.9711879600,2.9711879600,13923238,51393025.0000,2,1.031553,1,-1.344100,4.876837,0.174737,2.100315,0.615375,0
2014-06-20,sh.601800,2.9792838400,2.9954756000,2.9711879600,2.9954756000,7641020,28143595.0000,2,0.566112,1,0.817400,4.916702,0.176165,2.117484,0.620405,0
2014-06-23,sh.601800,2.9954756000,2.9954756000,2.9711879600,2.9792838400,11253776,41488710.0000,2,0.833776,1,-0.540500,4.890125,0.175213,2.106038,0.617052,0
2014-06-24,sh.601800,2.9792838400,3.0035714800,2.9792838400,2.9954756000,6018442,22237645.0000,2,0.445898,1,0.543500,4.916702,0.176165,2.117484,0.620405,0
2014-06-25,sh.601800,2.9954756000,2.9954756000,2.9792838400,2.9792838400,4667173,17200153.0000,2,0.345784,1,-0.540500,4.890125,0.175213,2.106038,0.617052,0
2014-06-26,sh.601800,2.9954756000,3.0197632400,2.9873797200,3.0035714800,9805936,36416513.0000,2,0.726508,1,0.815200,4.929990,0.176641,2.123207,0.622082,0
